#    time(ps)       <R(t,x=0)>       rms         <J(t,x=L)>         rms  
   0.141400E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.141500E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.141600E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.141700E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.141800E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.141900E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.142000E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.142100E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.142200E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.142300E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.142400E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.142500E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.142600E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.142700E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.142800E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.142900E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.143000E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.143100E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.143200E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.143300E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.143400E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.143500E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.143600E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.143700E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.143800E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.143900E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.144000E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.144100E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.144200E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.144300E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.144400E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.144500E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.144600E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.144700E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.144800E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.144900E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.145000E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.145100E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.145200E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.145300E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.145400E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.145500E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.145600E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.145700E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.145800E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.145900E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.146000E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.146100E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.146200E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.146300E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.146400E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.146500E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.146600E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.146700E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.146800E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.146900E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.147000E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.147100E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.147200E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.147300E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.147400E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.147500E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.147600E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.147700E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.147800E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.147900E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.148000E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.148100E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.148200E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.148300E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.148400E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.148500E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.148600E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.148700E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.148800E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.148900E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.149000E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.149100E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.149200E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.149300E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.149400E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.149500E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.149600E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.149700E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.149800E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.149900E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.150000E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.150100E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.150200E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.150300E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.150400E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.150500E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.150600E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.150700E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.150800E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.150900E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.151000E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.151100E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.151200E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.151300E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.151400E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.151500E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.151600E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.151700E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.151800E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.151900E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.152000E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.152100E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.152200E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.152300E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.152400E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.152500E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.152600E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.152700E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.152800E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.152900E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.153000E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.153100E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.153200E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.153300E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.153400E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.153500E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.153600E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.153700E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.153800E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.153900E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.154000E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.154100E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.154200E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.154300E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.154400E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.154500E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.154600E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.154700E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.154800E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.154900E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.155000E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.155100E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.155200E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.155300E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.155400E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.155500E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.155600E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.155700E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.155800E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.155900E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.156000E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.156100E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.156200E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.156300E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.156400E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.156500E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.156600E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.156700E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.156800E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.156900E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.157000E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.157100E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.157200E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.157300E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.157400E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.157500E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.157600E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.157700E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.157800E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.157900E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.158000E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.158100E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.158200E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.158300E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.158400E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.158500E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.158600E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.158700E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.158800E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.158900E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.159000E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.159100E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.159200E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.159300E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.159400E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.159500E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.159600E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.159700E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.159800E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.159900E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.160000E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.160100E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.160200E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.160300E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.160400E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.160500E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.160600E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.160700E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.160800E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.160900E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.161000E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.161100E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.161200E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.161300E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.161400E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.161500E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.161600E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.161700E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.161800E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.161900E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.162000E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.162100E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.162200E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.162300E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.162400E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.162500E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.162600E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.162700E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.162800E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.162900E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.163000E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.163100E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.163200E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.163300E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.163400E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.163500E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.163600E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.163700E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.163800E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.163900E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.164000E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.164100E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.164200E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.164300E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.164400E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.164500E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.164600E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.164700E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.164800E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.164900E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.165000E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.165100E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.165200E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.165300E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.165400E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.165500E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.165600E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.165700E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.165800E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.165900E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.166000E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.166100E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.166200E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.166300E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.166400E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.166500E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.166600E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.166700E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.166800E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.166900E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.167000E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.167100E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.167200E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.167300E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.167400E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.167500E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.167600E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.167700E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.167800E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.167900E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.168000E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.168100E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.168200E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.168300E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.168400E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.168500E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.168600E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.168700E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.168800E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.168900E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.169000E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.169100E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.169200E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.169300E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.169400E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.169500E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.169600E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.169700E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.169800E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.169900E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.170000E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.170100E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.170200E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.170300E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.170400E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.170500E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.170600E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.170700E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.170800E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.170900E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.171000E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.171100E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.171200E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.171300E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.171400E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.171500E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.171600E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.171700E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.171800E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.171900E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.172000E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.172100E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.172200E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.172300E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.172400E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.172500E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.172600E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.172700E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.172800E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.172900E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.173000E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.173100E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.173200E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.173300E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.173400E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.173500E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.173600E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.173700E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.173800E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.173900E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.174000E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.174100E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.174200E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.174300E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.174400E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.174500E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.174600E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.174700E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.174800E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.174900E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.175000E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.175100E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.175200E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
   0.175300E+03   0.523351E+04   0.104769E+02   0.123088E+04   0.104690E+02
