#    time(ps)      <J(t,x=L)>        rms        <phi(t,x=L)>       rms  
   0.188300E+03   0.136964E+04   0.392524E+02   0.797361E+05   0.194245E+04
   0.188400E+03   0.136965E+04   0.392533E+02   0.797368E+05   0.194246E+04
   0.188500E+03   0.136966E+04   0.392527E+02   0.797375E+05   0.194247E+04
   0.188600E+03   0.136967E+04   0.392527E+02   0.797382E+05   0.194248E+04
   0.188700E+03   0.136967E+04   0.392551E+02   0.797389E+05   0.194250E+04
   0.188800E+03   0.136968E+04   0.392551E+02   0.797396E+05   0.194251E+04
   0.188900E+03   0.136969E+04   0.392558E+02   0.797403E+05   0.194251E+04
   0.189000E+03   0.136970E+04   0.392579E+02   0.797410E+05   0.194254E+04
   0.189100E+03   0.136971E+04   0.392574E+02   0.797417E+05   0.194254E+04
   0.189200E+03   0.136971E+04   0.392579E+02   0.797424E+05   0.194257E+04
   0.189300E+03   0.136972E+04   0.392587E+02   0.797431E+05   0.194258E+04
   0.189400E+03   0.136973E+04   0.392586E+02   0.797437E+05   0.194260E+04
   0.189500E+03   0.136974E+04   0.392594E+02   0.797444E+05   0.194261E+04
   0.189600E+03   0.136975E+04   0.392606E+02   0.797451E+05   0.194262E+04
   0.189700E+03   0.136976E+04   0.392618E+02   0.797458E+05   0.194262E+04
   0.189800E+03   0.136977E+04   0.392613E+02   0.797464E+05   0.194263E+04
   0.189900E+03   0.136977E+04   0.392613E+02   0.797471E+05   0.194265E+04
   0.190000E+03   0.136978E+04   0.392616E+02   0.797478E+05   0.194268E+04
   0.190100E+03   0.136979E+04   0.392626E+02   0.797484E+05   0.194268E+04
   0.190200E+03   0.136980E+04   0.392628E+02   0.797491E+05   0.194270E+04
   0.190300E+03   0.136981E+04   0.392646E+02   0.797497E+05   0.194272E+04
   0.190400E+03   0.136981E+04   0.392635E+02   0.797504E+05   0.194272E+04
   0.190500E+03   0.136982E+04   0.392635E+02   0.797510E+05   0.194274E+04
   0.190600E+03   0.136983E+04   0.392642E+02   0.797517E+05   0.194274E+04
   0.190700E+03   0.136984E+04   0.392642E+02   0.797523E+05   0.194277E+04
   0.190800E+03   0.136985E+04   0.392641E+02   0.797530E+05   0.194279E+04
   0.190900E+03   0.136985E+04   0.392668E+02   0.797536E+05   0.194280E+04
   0.191000E+03   0.136986E+04   0.392670E+02   0.797542E+05   0.194281E+04
   0.191100E+03   0.136987E+04   0.392675E+02   0.797549E+05   0.194283E+04
   0.191200E+03   0.136988E+04   0.392677E+02   0.797555E+05   0.194282E+04
   0.191300E+03   0.136989E+04   0.392682E+02   0.797561E+05   0.194284E+04
   0.191400E+03   0.136989E+04   0.392667E+02   0.797568E+05   0.194287E+04
   0.191500E+03   0.136990E+04   0.392689E+02   0.797574E+05   0.194287E+04
   0.191600E+03   0.136990E+04   0.392693E+02   0.797580E+05   0.194287E+04
   0.191700E+03   0.136991E+04   0.392693E+02   0.797587E+05   0.194289E+04
   0.191800E+03   0.136992E+04   0.392700E+02   0.797593E+05   0.194289E+04
   0.191900E+03   0.136993E+04   0.392700E+02   0.797599E+05   0.194293E+04
   0.192000E+03   0.136994E+04   0.392724E+02   0.797605E+05   0.194293E+04
   0.192100E+03   0.136995E+04   0.392724E+02   0.797611E+05   0.194295E+04
   0.192200E+03   0.136995E+04   0.392733E+02   0.797618E+05   0.194295E+04
   0.192300E+03   0.136996E+04   0.392723E+02   0.797624E+05   0.194298E+04
   0.192400E+03   0.136997E+04   0.392722E+02   0.797630E+05   0.194297E+04
   0.192500E+03   0.136997E+04   0.392748E+02   0.797636E+05   0.194299E+04
   0.192600E+03   0.136998E+04   0.392747E+02   0.797642E+05   0.194300E+04
   0.192700E+03   0.136999E+04   0.392754E+02   0.797648E+05   0.194302E+04
   0.192800E+03   0.137000E+04   0.392755E+02   0.797654E+05   0.194305E+04
   0.192900E+03   0.137000E+04   0.392775E+02   0.797660E+05   0.194304E+04
   0.193000E+03   0.137001E+04   0.392762E+02   0.797666E+05   0.194307E+04
   0.193100E+03   0.137002E+04   0.392764E+02   0.797672E+05   0.194308E+04
   0.193200E+03   0.137003E+04   0.392762E+02   0.797678E+05   0.194309E+04
   0.193300E+03   0.137003E+04   0.392790E+02   0.797684E+05   0.194310E+04
   0.193400E+03   0.137004E+04   0.392795E+02   0.797690E+05   0.194311E+04
   0.193500E+03   0.137005E+04   0.392789E+02   0.797695E+05   0.194310E+04
   0.193600E+03   0.137005E+04   0.392780E+02   0.797701E+05   0.194312E+04
   0.193700E+03   0.137006E+04   0.392784E+02   0.797707E+05   0.194315E+04
   0.193800E+03   0.137007E+04   0.392806E+02   0.797713E+05   0.194316E+04
   0.193900E+03   0.137008E+04   0.392805E+02   0.797718E+05   0.194316E+04
   0.194000E+03   0.137008E+04   0.392807E+02   0.797724E+05   0.194318E+04
   0.194100E+03   0.137009E+04   0.392804E+02   0.797730E+05   0.194320E+04
   0.194200E+03   0.137010E+04   0.392819E+02   0.797736E+05   0.194319E+04
   0.194300E+03   0.137010E+04   0.392820E+02   0.797741E+05   0.194321E+04
   0.194400E+03   0.137011E+04   0.392823E+02   0.797747E+05   0.194322E+04
   0.194500E+03   0.137012E+04   0.392845E+02   0.797753E+05   0.194323E+04
   0.194600E+03   0.137012E+04   0.392831E+02   0.797759E+05   0.194325E+04
   0.194700E+03   0.137013E+04   0.392830E+02   0.797764E+05   0.194326E+04
   0.194800E+03   0.137014E+04   0.392834E+02   0.797770E+05   0.194327E+04
   0.194900E+03   0.137014E+04   0.392847E+02   0.797775E+05   0.194331E+04
   0.195000E+03   0.137015E+04   0.392863E+02   0.797781E+05   0.194330E+04
   0.195100E+03   0.137016E+04   0.392845E+02   0.797786E+05   0.194332E+04
   0.195200E+03   0.137016E+04   0.392875E+02   0.797792E+05   0.194332E+04
   0.195300E+03   0.137017E+04   0.392862E+02   0.797797E+05   0.194332E+04
   0.195400E+03   0.137018E+04   0.392874E+02   0.797803E+05   0.194334E+04
   0.195500E+03   0.137018E+04   0.392870E+02   0.797808E+05   0.194335E+04
   0.195600E+03   0.137019E+04   0.392877E+02   0.797814E+05   0.194338E+04
   0.195700E+03   0.137020E+04   0.392870E+02   0.797819E+05   0.194339E+04
   0.195800E+03   0.137020E+04   0.392889E+02   0.797824E+05   0.194339E+04
   0.195900E+03   0.137021E+04   0.392910E+02   0.797830E+05   0.194341E+04
   0.196000E+03   0.137022E+04   0.392892E+02   0.797835E+05   0.194342E+04
   0.196100E+03   0.137022E+04   0.392892E+02   0.797841E+05   0.194344E+04
   0.196200E+03   0.137023E+04   0.392913E+02   0.797846E+05   0.194343E+04
   0.196300E+03   0.137024E+04   0.392912E+02   0.797851E+05   0.194346E+04
   0.196400E+03   0.137024E+04   0.392900E+02   0.797856E+05   0.194346E+04
   0.196500E+03   0.137025E+04   0.392911E+02   0.797862E+05   0.194349E+04
   0.196600E+03   0.137025E+04   0.392928E+02   0.797867E+05   0.194349E+04
   0.196700E+03   0.137026E+04   0.392924E+02   0.797872E+05   0.194350E+04
   0.196800E+03   0.137027E+04   0.392914E+02   0.797878E+05   0.194350E+04
   0.196900E+03   0.137027E+04   0.392944E+02   0.797883E+05   0.194353E+04
   0.197000E+03   0.137028E+04   0.392935E+02   0.797888E+05   0.194353E+04
   0.197100E+03   0.137029E+04   0.392935E+02   0.797893E+05   0.194353E+04
   0.197200E+03   0.137029E+04   0.392947E+02   0.797898E+05   0.194357E+04
   0.197300E+03   0.137030E+04   0.392942E+02   0.797903E+05   0.194355E+04
   0.197400E+03   0.137030E+04   0.392942E+02   0.797908E+05   0.194358E+04
   0.197500E+03   0.137031E+04   0.392954E+02   0.797913E+05   0.194359E+04
   0.197600E+03   0.137032E+04   0.392957E+02   0.797918E+05   0.194359E+04
   0.197700E+03   0.137032E+04   0.392967E+02   0.797923E+05   0.194362E+04
   0.197800E+03   0.137033E+04   0.392978E+02   0.797929E+05   0.194363E+04
   0.197900E+03   0.137034E+04   0.392964E+02   0.797934E+05   0.194364E+04
   0.198000E+03   0.137034E+04   0.392975E+02   0.797939E+05   0.194365E+04
   0.198100E+03   0.137035E+04   0.392994E+02   0.797944E+05   0.194367E+04
   0.198200E+03   0.137036E+04   0.392985E+02   0.797949E+05   0.194367E+04
   0.198300E+03   0.137036E+04   0.392982E+02   0.797953E+05   0.194368E+04
   0.198400E+03   0.137037E+04   0.392997E+02   0.797958E+05   0.194371E+04
   0.198500E+03   0.137037E+04   0.393001E+02   0.797963E+05   0.194369E+04
   0.198600E+03   0.137038E+04   0.392993E+02   0.797968E+05   0.194372E+04
   0.198700E+03   0.137038E+04   0.393012E+02   0.797973E+05   0.194372E+04
   0.198800E+03   0.137039E+04   0.393008E+02   0.797978E+05   0.194374E+04
   0.198900E+03   0.137039E+04   0.393000E+02   0.797982E+05   0.194375E+04
   0.199000E+03   0.137040E+04   0.393025E+02   0.797987E+05   0.194375E+04
   0.199100E+03   0.137041E+04   0.393037E+02   0.797992E+05   0.194376E+04
   0.199200E+03   0.137041E+04   0.393007E+02   0.797997E+05   0.194379E+04
   0.199300E+03   0.137042E+04   0.393028E+02   0.798002E+05   0.194380E+04
   0.199400E+03   0.137043E+04   0.393044E+02   0.798007E+05   0.194380E+04
   0.199500E+03   0.137043E+04   0.393023E+02   0.798011E+05   0.194381E+04
   0.199600E+03   0.137044E+04   0.393044E+02   0.798016E+05   0.194383E+04
   0.199700E+03   0.137044E+04   0.393040E+02   0.798021E+05   0.194384E+04
   0.199800E+03   0.137045E+04   0.393038E+02   0.798025E+05   0.194386E+04
   0.199900E+03   0.137045E+04   0.393059E+02   0.798030E+05   0.194386E+04
   0.200000E+03   0.137046E+04   0.393047E+02   0.798035E+05   0.194386E+04
   0.200100E+03   0.137046E+04   0.393062E+02   0.798039E+05   0.194387E+04
   0.200200E+03   0.137047E+04   0.393066E+02   0.798044E+05   0.194387E+04
   0.200300E+03   0.137048E+04   0.393058E+02   0.798049E+05   0.194390E+04
   0.200400E+03   0.137048E+04   0.393069E+02   0.798053E+05   0.194391E+04
   0.200500E+03   0.137049E+04   0.393067E+02   0.798058E+05   0.194393E+04
   0.200600E+03   0.137049E+04   0.393095E+02   0.798062E+05   0.194393E+04
   0.200700E+03   0.137050E+04   0.393082E+02   0.798067E+05   0.194394E+04
   0.200800E+03   0.137050E+04   0.393070E+02   0.798071E+05   0.194395E+04
   0.200900E+03   0.137051E+04   0.393102E+02   0.798076E+05   0.194395E+04
   0.201000E+03   0.137052E+04   0.393091E+02   0.798080E+05   0.194397E+04
   0.201100E+03   0.137052E+04   0.393102E+02   0.798085E+05   0.194398E+04
   0.201200E+03   0.137053E+04   0.393109E+02   0.798089E+05   0.194399E+04
   0.201300E+03   0.137053E+04   0.393094E+02   0.798094E+05   0.194401E+04
   0.201400E+03   0.137054E+04   0.393109E+02   0.798098E+05   0.194403E+04
   0.201500E+03   0.137054E+04   0.393092E+02   0.798102E+05   0.194402E+04
   0.201600E+03   0.137054E+04   0.393130E+02   0.798107E+05   0.194404E+04
   0.201700E+03   0.137055E+04   0.393125E+02   0.798111E+05   0.194406E+04
   0.201800E+03   0.137056E+04   0.393113E+02   0.798116E+05   0.194406E+04
   0.201900E+03   0.137056E+04   0.393133E+02   0.798120E+05   0.194407E+04
   0.202000E+03   0.137057E+04   0.393142E+02   0.798124E+05   0.194409E+04
   0.202100E+03   0.137057E+04   0.393132E+02   0.798129E+05   0.194409E+04
   0.202200E+03   0.137058E+04   0.393135E+02   0.798133E+05   0.194410E+04
   0.202300E+03   0.137058E+04   0.393128E+02   0.798137E+05   0.194411E+04
   0.202400E+03   0.137059E+04   0.393139E+02   0.798141E+05   0.194413E+04
   0.202500E+03   0.137059E+04   0.393152E+02   0.798146E+05   0.194413E+04
   0.202600E+03   0.137060E+04   0.393148E+02   0.798150E+05   0.194414E+04
   0.202700E+03   0.137060E+04   0.393152E+02   0.798154E+05   0.194415E+04
   0.202800E+03   0.137061E+04   0.393151E+02   0.798158E+05   0.194415E+04
   0.202900E+03   0.137062E+04   0.393172E+02   0.798162E+05   0.194417E+04
   0.203000E+03   0.137062E+04   0.393156E+02   0.798167E+05   0.194419E+04
   0.203100E+03   0.137062E+04   0.393158E+02   0.798171E+05   0.194418E+04
   0.203200E+03   0.137063E+04   0.393181E+02   0.798175E+05   0.194422E+04
   0.203300E+03   0.137063E+04   0.393158E+02   0.798179E+05   0.194421E+04
   0.203400E+03   0.137064E+04   0.393175E+02   0.798183E+05   0.194424E+04
   0.203500E+03   0.137064E+04   0.393196E+02   0.798187E+05   0.194423E+04
   0.203600E+03   0.137065E+04   0.393175E+02   0.798191E+05   0.194424E+04
   0.203700E+03   0.137065E+04   0.393191E+02   0.798195E+05   0.194425E+04
   0.203800E+03   0.137066E+04   0.393198E+02   0.798199E+05   0.194426E+04
   0.203900E+03   0.137067E+04   0.393182E+02   0.798204E+05   0.194427E+04
   0.204000E+03   0.137067E+04   0.393215E+02   0.798208E+05   0.194429E+04
   0.204100E+03   0.137067E+04   0.393198E+02   0.798212E+05   0.194429E+04
   0.204200E+03   0.137068E+04   0.393215E+02   0.798216E+05   0.194430E+04
   0.204300E+03   0.137068E+04   0.393198E+02   0.798220E+05   0.194433E+04
   0.204400E+03   0.137069E+04   0.393231E+02   0.798224E+05   0.194432E+04
   0.204500E+03   0.137069E+04   0.393206E+02   0.798227E+05   0.194434E+04
   0.204600E+03   0.137070E+04   0.393231E+02   0.798231E+05   0.194434E+04
   0.204700E+03   0.137070E+04   0.393231E+02   0.798235E+05   0.194434E+04
   0.204800E+03   0.137071E+04   0.393234E+02   0.798239E+05   0.194437E+04
   0.204900E+03   0.137071E+04   0.393231E+02   0.798243E+05   0.194438E+04
   0.205000E+03   0.137072E+04   0.393242E+02   0.798247E+05   0.194438E+04
   0.205100E+03   0.137072E+04   0.393234E+02   0.798251E+05   0.194440E+04
   0.205200E+03   0.137073E+04   0.393246E+02   0.798255E+05   0.194439E+04
   0.205300E+03   0.137073E+04   0.393245E+02   0.798259E+05   0.194440E+04
   0.205400E+03   0.137074E+04   0.393241E+02   0.798263E+05   0.194441E+04
   0.205500E+03   0.137074E+04   0.393256E+02   0.798266E+05   0.194442E+04
   0.205600E+03   0.137075E+04   0.393245E+02   0.798270E+05   0.194444E+04
   0.205700E+03   0.137075E+04   0.393256E+02   0.798274E+05   0.194445E+04
   0.205800E+03   0.137076E+04   0.393266E+02   0.798278E+05   0.194445E+04
   0.205900E+03   0.137076E+04   0.393269E+02   0.798282E+05   0.194447E+04
   0.206000E+03   0.137077E+04   0.393274E+02   0.798285E+05   0.194447E+04
   0.206100E+03   0.137077E+04   0.393264E+02   0.798289E+05   0.194450E+04
   0.206200E+03   0.137077E+04   0.393281E+02   0.798293E+05   0.194449E+04
   0.206300E+03   0.137078E+04   0.393264E+02   0.798296E+05   0.194452E+04
   0.206400E+03   0.137078E+04   0.393281E+02   0.798300E+05   0.194452E+04
   0.206500E+03   0.137079E+04   0.393279E+02   0.798304E+05   0.194452E+04
   0.206600E+03   0.137079E+04   0.393288E+02   0.798308E+05   0.194453E+04
   0.206700E+03   0.137080E+04   0.393279E+02   0.798311E+05   0.194453E+04
   0.206800E+03   0.137080E+04   0.393288E+02   0.798315E+05   0.194453E+04
   0.206900E+03   0.137080E+04   0.393287E+02   0.798319E+05   0.194458E+04
   0.207000E+03   0.137081E+04   0.393297E+02   0.798322E+05   0.194457E+04
   0.207100E+03   0.137081E+04   0.393287E+02   0.798326E+05   0.194457E+04
   0.207200E+03   0.137082E+04   0.393304E+02   0.798329E+05   0.194458E+04
   0.207300E+03   0.137082E+04   0.393307E+02   0.798333E+05   0.194460E+04
   0.207400E+03   0.137083E+04   0.393312E+02   0.798337E+05   0.194461E+04
   0.207500E+03   0.137083E+04   0.393321E+02   0.798340E+05   0.194462E+04
   0.207600E+03   0.137084E+04   0.393311E+02   0.798344E+05   0.194464E+04
   0.207700E+03   0.137084E+04   0.393333E+02   0.798347E+05   0.194465E+04
   0.207800E+03   0.137084E+04   0.393320E+02   0.798351E+05   0.194465E+04
   0.207900E+03   0.137085E+04   0.393337E+02   0.798354E+05   0.194465E+04
   0.208000E+03   0.137085E+04   0.393314E+02   0.798358E+05   0.194466E+04
   0.208100E+03   0.137086E+04   0.393340E+02   0.798361E+05   0.194467E+04
   0.208200E+03   0.137086E+04   0.393331E+02   0.798365E+05   0.194467E+04
   0.208300E+03   0.137086E+04   0.393340E+02   0.798368E+05   0.194470E+04
   0.208400E+03   0.137087E+04   0.393334E+02   0.798371E+05   0.194471E+04
   0.208500E+03   0.137087E+04   0.393347E+02   0.798375E+05   0.194471E+04
   0.208600E+03   0.137088E+04   0.393364E+02   0.798378E+05   0.194473E+04
   0.208700E+03   0.137088E+04   0.393347E+02   0.798382E+05   0.194473E+04
   0.208800E+03   0.137088E+04   0.393363E+02   0.798385E+05   0.194474E+04
   0.208900E+03   0.137089E+04   0.393354E+02   0.798388E+05   0.194475E+04
   0.209000E+03   0.137089E+04   0.393356E+02   0.798392E+05   0.194475E+04
   0.209100E+03   0.137090E+04   0.393354E+02   0.798395E+05   0.194476E+04
   0.209200E+03   0.137090E+04   0.393363E+02   0.798399E+05   0.194477E+04
   0.209300E+03   0.137090E+04   0.393362E+02   0.798402E+05   0.194478E+04
   0.209400E+03   0.137091E+04   0.393371E+02   0.798405E+05   0.194478E+04
   0.209500E+03   0.137091E+04   0.393374E+02   0.798409E+05   0.194481E+04
   0.209600E+03   0.137092E+04   0.393370E+02   0.798412E+05   0.194482E+04
   0.209700E+03   0.137092E+04   0.393389E+02   0.798415E+05   0.194480E+04
   0.209800E+03   0.137093E+04   0.393379E+02   0.798418E+05   0.194483E+04
   0.209900E+03   0.137093E+04   0.393389E+02   0.798422E+05   0.194483E+04
   0.210000E+03   0.137093E+04   0.393395E+02   0.798425E+05   0.194486E+04
   0.210100E+03   0.137094E+04   0.393381E+02   0.798428E+05   0.194485E+04
   0.210200E+03   0.137094E+04   0.393403E+02   0.798431E+05   0.194486E+04
   0.210300E+03   0.137095E+04   0.393386E+02   0.798435E+05   0.194487E+04
   0.210400E+03   0.137095E+04   0.393414E+02   0.798438E+05   0.194488E+04
   0.210500E+03   0.137095E+04   0.393389E+02   0.798441E+05   0.194489E+04
   0.210600E+03   0.137096E+04   0.393422E+02   0.798444E+05   0.194488E+04
   0.210700E+03   0.137096E+04   0.393411E+02   0.798447E+05   0.194492E+04
   0.210800E+03   0.137096E+04   0.393411E+02   0.798451E+05   0.194491E+04
   0.210900E+03   0.137097E+04   0.393413E+02   0.798454E+05   0.194493E+04
   0.211000E+03   0.137097E+04   0.393396E+02   0.798457E+05   0.194493E+04
   0.211100E+03   0.137098E+04   0.393438E+02   0.798460E+05   0.194494E+04
   0.211200E+03   0.137098E+04   0.393418E+02   0.798463E+05   0.194495E+04
   0.211300E+03   0.137099E+04   0.393433E+02   0.798466E+05   0.194496E+04
   0.211400E+03   0.137099E+04   0.393421E+02   0.798469E+05   0.194496E+04
   0.211500E+03   0.137099E+04   0.393435E+02   0.798473E+05   0.194498E+04
   0.211600E+03   0.137100E+04   0.393425E+02   0.798475E+05   0.194497E+04
   0.211700E+03   0.137100E+04   0.393446E+02   0.798479E+05   0.194497E+04
   0.211800E+03   0.137100E+04   0.393440E+02   0.798482E+05   0.194499E+04
   0.211900E+03   0.137100E+04   0.393436E+02   0.798484E+05   0.194499E+04
   0.212000E+03   0.137101E+04   0.393441E+02   0.798488E+05   0.194502E+04
   0.212100E+03   0.137101E+04   0.393436E+02   0.798491E+05   0.194502E+04
   0.212200E+03   0.137102E+04   0.393454E+02   0.798494E+05   0.194502E+04
   0.212300E+03   0.137102E+04   0.393456E+02   0.798497E+05   0.194504E+04
   0.212400E+03   0.137102E+04   0.393462E+02   0.798500E+05   0.194506E+04
   0.212500E+03   0.137103E+04   0.393449E+02   0.798503E+05   0.194506E+04
   0.212600E+03   0.137103E+04   0.393444E+02   0.798506E+05   0.194504E+04
   0.212700E+03   0.137103E+04   0.393469E+02   0.798509E+05   0.194507E+04
   0.212800E+03   0.137104E+04   0.393463E+02   0.798511E+05   0.194505E+04
   0.212900E+03   0.137104E+04   0.393478E+02   0.798515E+05   0.194509E+04
   0.213000E+03   0.137105E+04   0.393473E+02   0.798517E+05   0.194509E+04
   0.213100E+03   0.137105E+04   0.393477E+02   0.798520E+05   0.194511E+04
   0.213200E+03   0.137105E+04   0.393481E+02   0.798523E+05   0.194511E+04
   0.213300E+03   0.137106E+04   0.393474E+02   0.798526E+05   0.194511E+04
   0.213400E+03   0.137106E+04   0.393485E+02   0.798529E+05   0.194511E+04
   0.213500E+03   0.137106E+04   0.393489E+02   0.798532E+05   0.194514E+04
   0.213600E+03   0.137107E+04   0.393484E+02   0.798535E+05   0.194514E+04
   0.213700E+03   0.137107E+04   0.393480E+02   0.798538E+05   0.194515E+04
   0.213800E+03   0.137107E+04   0.393516E+02   0.798541E+05   0.194514E+04
   0.213900E+03   0.137108E+04   0.393492E+02   0.798543E+05   0.194516E+04
   0.214000E+03   0.137108E+04   0.393496E+02   0.798546E+05   0.194517E+04
   0.214100E+03   0.137109E+04   0.393487E+02   0.798549E+05   0.194517E+04
   0.214200E+03   0.137109E+04   0.393495E+02   0.798552E+05   0.194518E+04
   0.214300E+03   0.137109E+04   0.393517E+02   0.798555E+05   0.194521E+04
   0.214400E+03   0.137109E+04   0.393508E+02   0.798557E+05   0.194520E+04
   0.214500E+03   0.137110E+04   0.393504E+02   0.798560E+05   0.194520E+04
   0.214600E+03   0.137110E+04   0.393532E+02   0.798563E+05   0.194523E+04
   0.214700E+03   0.137111E+04   0.393503E+02   0.798566E+05   0.194522E+04
   0.214800E+03   0.137111E+04   0.393524E+02   0.798569E+05   0.194522E+04
   0.214900E+03   0.137111E+04   0.393533E+02   0.798571E+05   0.194523E+04
   0.215000E+03   0.137112E+04   0.393503E+02   0.798574E+05   0.194526E+04
   0.215100E+03   0.137112E+04   0.393532E+02   0.798576E+05   0.194525E+04
   0.215200E+03   0.137112E+04   0.393510E+02   0.798579E+05   0.194526E+04
   0.215300E+03   0.137113E+04   0.393540E+02   0.798582E+05   0.194528E+04
   0.215400E+03   0.137113E+04   0.393552E+02   0.798585E+05   0.194528E+04
   0.215500E+03   0.137113E+04   0.393519E+02   0.798587E+05   0.194527E+04
   0.215600E+03   0.137114E+04   0.393540E+02   0.798590E+05   0.194529E+04
   0.215700E+03   0.137114E+04   0.393535E+02   0.798593E+05   0.194527E+04
   0.215800E+03   0.137114E+04   0.393526E+02   0.798595E+05   0.194534E+04
   0.215900E+03   0.137114E+04   0.393548E+02   0.798598E+05   0.194533E+04
   0.216000E+03   0.137115E+04   0.393543E+02   0.798601E+05   0.194533E+04
   0.216100E+03   0.137115E+04   0.393547E+02   0.798603E+05   0.194534E+04
   0.216200E+03   0.137115E+04   0.393555E+02   0.798606E+05   0.194534E+04
   0.216300E+03   0.137116E+04   0.393551E+02   0.798608E+05   0.194535E+04
   0.216400E+03   0.137116E+04   0.393555E+02   0.798611E+05   0.194535E+04
   0.216500E+03   0.137116E+04   0.393555E+02   0.798614E+05   0.194535E+04
   0.216600E+03   0.137117E+04   0.393568E+02   0.798616E+05   0.194537E+04
   0.216700E+03   0.137117E+04   0.393563E+02   0.798619E+05   0.194539E+04
   0.216800E+03   0.137117E+04   0.393563E+02   0.798621E+05   0.194540E+04
   0.216900E+03   0.137118E+04   0.393579E+02   0.798624E+05   0.194539E+04
   0.217000E+03   0.137118E+04   0.393571E+02   0.798626E+05   0.194540E+04
   0.217100E+03   0.137118E+04   0.393563E+02   0.798629E+05   0.194541E+04
   0.217200E+03   0.137118E+04   0.393584E+02   0.798631E+05   0.194540E+04
   0.217300E+03   0.137119E+04   0.393566E+02   0.798634E+05   0.194544E+04
   0.217400E+03   0.137119E+04   0.393569E+02   0.798636E+05   0.194544E+04
   0.217500E+03   0.137119E+04   0.393592E+02   0.798639E+05   0.194545E+04
   0.217600E+03   0.137120E+04   0.393578E+02   0.798641E+05   0.194543E+04
   0.217700E+03   0.137120E+04   0.393591E+02   0.798644E+05   0.194548E+04
   0.217800E+03   0.137120E+04   0.393590E+02   0.798646E+05   0.194547E+04
   0.217900E+03   0.137121E+04   0.393581E+02   0.798649E+05   0.194547E+04
   0.218000E+03   0.137121E+04   0.393594E+02   0.798651E+05   0.194547E+04
   0.218100E+03   0.137121E+04   0.393603E+02   0.798654E+05   0.194550E+04
   0.218200E+03   0.137122E+04   0.393586E+02   0.798656E+05   0.194549E+04
   0.218300E+03   0.137122E+04   0.393587E+02   0.798659E+05   0.194549E+04
   0.218400E+03   0.137122E+04   0.393606E+02   0.798661E+05   0.194548E+04
   0.218500E+03   0.137122E+04   0.393606E+02   0.798663E+05   0.194551E+04
   0.218600E+03   0.137123E+04   0.393594E+02   0.798666E+05   0.194551E+04
   0.218700E+03   0.137123E+04   0.393619E+02   0.798668E+05   0.194552E+04
   0.218800E+03   0.137123E+04   0.393611E+02   0.798671E+05   0.194553E+04
   0.218900E+03   0.137124E+04   0.393603E+02   0.798673E+05   0.194555E+04
   0.219000E+03   0.137124E+04   0.393613E+02   0.798675E+05   0.194556E+04
   0.219100E+03   0.137124E+04   0.393614E+02   0.798678E+05   0.194554E+04
   0.219200E+03   0.137124E+04   0.393622E+02   0.798680E+05   0.194555E+04
   0.219300E+03   0.137125E+04   0.393622E+02   0.798682E+05   0.194556E+04
   0.219400E+03   0.137125E+04   0.393639E+02   0.798684E+05   0.194557E+04
   0.219500E+03   0.137125E+04   0.393622E+02   0.798687E+05   0.194558E+04
   0.219600E+03   0.137125E+04   0.393617E+02   0.798689E+05   0.194557E+04
   0.219700E+03   0.137126E+04   0.393647E+02   0.798691E+05   0.194560E+04
   0.219800E+03   0.137126E+04   0.393647E+02   0.798694E+05   0.194560E+04
   0.219900E+03   0.137126E+04   0.393625E+02   0.798696E+05   0.194562E+04
   0.220000E+03   0.137127E+04   0.393647E+02   0.798698E+05   0.194562E+04
   0.220100E+03   0.137127E+04   0.393647E+02   0.798701E+05   0.194562E+04
   0.220200E+03   0.137127E+04   0.393633E+02   0.798703E+05   0.194564E+04
   0.220300E+03   0.137128E+04   0.393654E+02   0.798705E+05   0.194564E+04
   0.220400E+03   0.137128E+04   0.393654E+02   0.798707E+05   0.194563E+04
   0.220500E+03   0.137128E+04   0.393651E+02   0.798710E+05   0.194566E+04
   0.220600E+03   0.137129E+04   0.393662E+02   0.798712E+05   0.194566E+04
   0.220700E+03   0.137129E+04   0.393654E+02   0.798714E+05   0.194564E+04
   0.220800E+03   0.137129E+04   0.393663E+02   0.798716E+05   0.194568E+04
   0.220900E+03   0.137129E+04   0.393644E+02   0.798719E+05   0.194568E+04
   0.221000E+03   0.137130E+04   0.393665E+02   0.798721E+05   0.194567E+04
   0.221100E+03   0.137130E+04   0.393665E+02   0.798723E+05   0.194569E+04
   0.221200E+03   0.137130E+04   0.393648E+02   0.798725E+05   0.194569E+04
   0.221300E+03   0.137130E+04   0.393670E+02   0.798727E+05   0.194568E+04
   0.221400E+03   0.137130E+04   0.393670E+02   0.798730E+05   0.194572E+04
   0.221500E+03   0.137130E+04   0.393658E+02   0.798731E+05   0.194572E+04
   0.221600E+03   0.137131E+04   0.393673E+02   0.798734E+05   0.194571E+04
   0.221700E+03   0.137131E+04   0.393673E+02   0.798736E+05   0.194574E+04
   0.221800E+03   0.137131E+04   0.393678E+02   0.798738E+05   0.194573E+04
   0.221900E+03   0.137132E+04   0.393703E+02   0.798740E+05   0.194573E+04
   0.222000E+03   0.137132E+04   0.393677E+02   0.798742E+05   0.194574E+04
   0.222100E+03   0.137132E+04   0.393677E+02   0.798744E+05   0.194576E+04
   0.222200E+03   0.137133E+04   0.393687E+02   0.798746E+05   0.194575E+04
