#    time(ps)      <J(t,x=L)>        rms        <phi(t,x=L)>       rms  
   0.945000E+02   0.130386E+04   0.380660E+02   0.743290E+05   0.195983E+04
   0.946000E+02   0.130411E+04   0.380645E+02   0.743489E+05   0.195969E+04
   0.947000E+02   0.130435E+04   0.380665E+02   0.743687E+05   0.195956E+04
   0.948000E+02   0.130459E+04   0.380688E+02   0.743885E+05   0.195942E+04
   0.949000E+02   0.130483E+04   0.380682E+02   0.744082E+05   0.195928E+04
   0.950000E+02   0.130507E+04   0.380696E+02   0.744278E+05   0.195915E+04
   0.951000E+02   0.130531E+04   0.380720E+02   0.744473E+05   0.195902E+04
   0.952000E+02   0.130555E+04   0.380735E+02   0.744668E+05   0.195887E+04
   0.953000E+02   0.130579E+04   0.380735E+02   0.744862E+05   0.195878E+04
   0.954000E+02   0.130602E+04   0.380732E+02   0.745055E+05   0.195863E+04
   0.955000E+02   0.130625E+04   0.380766E+02   0.745248E+05   0.195850E+04
   0.956000E+02   0.130649E+04   0.380772E+02   0.745440E+05   0.195836E+04
   0.957000E+02   0.130672E+04   0.380781E+02   0.745631E+05   0.195824E+04
   0.958000E+02   0.130695E+04   0.380781E+02   0.745822E+05   0.195810E+04
   0.959000E+02   0.130719E+04   0.380812E+02   0.746012E+05   0.195798E+04
   0.960000E+02   0.130742E+04   0.380815E+02   0.746201E+05   0.195784E+04
   0.961000E+02   0.130765E+04   0.380830E+02   0.746390E+05   0.195773E+04
   0.962000E+02   0.130788E+04   0.380825E+02   0.746578E+05   0.195758E+04
   0.963000E+02   0.130811E+04   0.380861E+02   0.746765E+05   0.195744E+04
   0.964000E+02   0.130833E+04   0.380863E+02   0.746952E+05   0.195734E+04
   0.965000E+02   0.130856E+04   0.380879E+02   0.747138E+05   0.195719E+04
   0.966000E+02   0.130879E+04   0.380912E+02   0.747323E+05   0.195707E+04
   0.967000E+02   0.130901E+04   0.380896E+02   0.747508E+05   0.195694E+04
   0.968000E+02   0.130924E+04   0.380909E+02   0.747692E+05   0.195680E+04
   0.969000E+02   0.130946E+04   0.380922E+02   0.747876E+05   0.195668E+04
   0.970000E+02   0.130968E+04   0.380915E+02   0.748059E+05   0.195656E+04
   0.971000E+02   0.130990E+04   0.380962E+02   0.748241E+05   0.195641E+04
   0.972000E+02   0.131013E+04   0.380967E+02   0.748422E+05   0.195629E+04
   0.973000E+02   0.131035E+04   0.380961E+02   0.748603E+05   0.195619E+04
   0.974000E+02   0.131057E+04   0.380974E+02   0.748783E+05   0.195606E+04
   0.975000E+02   0.131079E+04   0.381007E+02   0.748963E+05   0.195594E+04
   0.976000E+02   0.131101E+04   0.381005E+02   0.749142E+05   0.195579E+04
   0.977000E+02   0.131122E+04   0.381019E+02   0.749320E+05   0.195566E+04
   0.978000E+02   0.131144E+04   0.381052E+02   0.749498E+05   0.195555E+04
   0.979000E+02   0.131165E+04   0.381057E+02   0.749675E+05   0.195542E+04
   0.980000E+02   0.131187E+04   0.381059E+02   0.749851E+05   0.195532E+04
   0.981000E+02   0.131208E+04   0.381068E+02   0.750027E+05   0.195518E+04
   0.982000E+02   0.131230E+04   0.381070E+02   0.750202E+05   0.195506E+04
   0.983000E+02   0.131251E+04   0.381078E+02   0.750377E+05   0.195493E+04
   0.984000E+02   0.131272E+04   0.381121E+02   0.750551E+05   0.195482E+04
   0.985000E+02   0.131293E+04   0.381123E+02   0.750724E+05   0.195469E+04
   0.986000E+02   0.131315E+04   0.381153E+02   0.750897E+05   0.195457E+04
   0.987000E+02   0.131336E+04   0.381135E+02   0.751069E+05   0.195445E+04
   0.988000E+02   0.131356E+04   0.381164E+02   0.751241E+05   0.195432E+04
   0.989000E+02   0.131377E+04   0.381182E+02   0.751411E+05   0.195419E+04
   0.990000E+02   0.131398E+04   0.381199E+02   0.751582E+05   0.195408E+04
   0.991000E+02   0.131418E+04   0.381217E+02   0.751751E+05   0.195397E+04
   0.992000E+02   0.131439E+04   0.381226E+02   0.751921E+05   0.195385E+04
   0.993000E+02   0.131460E+04   0.381238E+02   0.752089E+05   0.195374E+04
   0.994000E+02   0.131480E+04   0.381255E+02   0.752257E+05   0.195360E+04
   0.995000E+02   0.131501E+04   0.381256E+02   0.752424E+05   0.195349E+04
   0.996000E+02   0.131521E+04   0.381273E+02   0.752591E+05   0.195337E+04
   0.997000E+02   0.131541E+04   0.381285E+02   0.752757E+05   0.195325E+04
   0.998000E+02   0.131561E+04   0.381313E+02   0.752923E+05   0.195315E+04
   0.999000E+02   0.131582E+04   0.381314E+02   0.753087E+05   0.195301E+04
   0.100000E+03   0.131602E+04   0.381327E+02   0.753252E+05   0.195291E+04
   0.100100E+03   0.131621E+04   0.381357E+02   0.753416E+05   0.195279E+04
   0.100200E+03   0.131641E+04   0.381357E+02   0.753579E+05   0.195267E+04
   0.100300E+03   0.131661E+04   0.381367E+02   0.753742E+05   0.195256E+04
   0.100400E+03   0.131681E+04   0.381372E+02   0.753904E+05   0.195244E+04
   0.100500E+03   0.131701E+04   0.381401E+02   0.754065E+05   0.195233E+04
   0.100600E+03   0.131720E+04   0.381419E+02   0.754226E+05   0.195222E+04
   0.100700E+03   0.131740E+04   0.381419E+02   0.754387E+05   0.195211E+04
   0.100800E+03   0.131759E+04   0.381428E+02   0.754547E+05   0.195199E+04
   0.100900E+03   0.131779E+04   0.381455E+02   0.754706E+05   0.195188E+04
   0.101000E+03   0.131798E+04   0.381480E+02   0.754864E+05   0.195175E+04
   0.101100E+03   0.131817E+04   0.381490E+02   0.755022E+05   0.195165E+04
   0.101200E+03   0.131836E+04   0.381485E+02   0.755180E+05   0.195154E+04
   0.101300E+03   0.131856E+04   0.381513E+02   0.755337E+05   0.195143E+04
   0.101400E+03   0.131874E+04   0.381517E+02   0.755494E+05   0.195132E+04
   0.101500E+03   0.131893E+04   0.381556E+02   0.755649E+05   0.195123E+04
   0.101600E+03   0.131913E+04   0.381553E+02   0.755805E+05   0.195111E+04
   0.101700E+03   0.131931E+04   0.381570E+02   0.755960E+05   0.195100E+04
   0.101800E+03   0.131950E+04   0.381577E+02   0.756114E+05   0.195089E+04
   0.101900E+03   0.131969E+04   0.381612E+02   0.756268E+05   0.195077E+04
   0.102000E+03   0.131988E+04   0.381625E+02   0.756421E+05   0.195067E+04
   0.102100E+03   0.132006E+04   0.381623E+02   0.756573E+05   0.195053E+04
   0.102200E+03   0.132025E+04   0.381643E+02   0.756725E+05   0.195043E+04
   0.102300E+03   0.132043E+04   0.381658E+02   0.756877E+05   0.195034E+04
   0.102400E+03   0.132062E+04   0.381665E+02   0.757028E+05   0.195023E+04
   0.102500E+03   0.132080E+04   0.381701E+02   0.757179E+05   0.195014E+04
   0.102600E+03   0.132098E+04   0.381714E+02   0.757329E+05   0.195003E+04
   0.102700E+03   0.132116E+04   0.381693E+02   0.757478E+05   0.194991E+04
   0.102800E+03   0.132134E+04   0.381738E+02   0.757626E+05   0.194981E+04
   0.102900E+03   0.132153E+04   0.381736E+02   0.757775E+05   0.194969E+04
   0.103000E+03   0.132171E+04   0.381767E+02   0.757923E+05   0.194962E+04
   0.103100E+03   0.132188E+04   0.381781E+02   0.758070E+05   0.194950E+04
   0.103200E+03   0.132206E+04   0.381778E+02   0.758217E+05   0.194939E+04
   0.103300E+03   0.132224E+04   0.381797E+02   0.758363E+05   0.194929E+04
   0.103400E+03   0.132242E+04   0.381834E+02   0.758509E+05   0.194918E+04
   0.103500E+03   0.132260E+04   0.381835E+02   0.758654E+05   0.194907E+04
   0.103600E+03   0.132277E+04   0.381840E+02   0.758799E+05   0.194898E+04
   0.103700E+03   0.132295E+04   0.381878E+02   0.758943E+05   0.194888E+04
   0.103800E+03   0.132312E+04   0.381883E+02   0.759087E+05   0.194879E+04
   0.103900E+03   0.132330E+04   0.381901E+02   0.759230E+05   0.194869E+04
   0.104000E+03   0.132347E+04   0.381905E+02   0.759373E+05   0.194857E+04
   0.104100E+03   0.132364E+04   0.381936E+02   0.759515E+05   0.194849E+04
   0.104200E+03   0.132382E+04   0.381942E+02   0.759657E+05   0.194837E+04
   0.104300E+03   0.132399E+04   0.381966E+02   0.759798E+05   0.194828E+04
   0.104400E+03   0.132416E+04   0.381980E+02   0.759938E+05   0.194820E+04
   0.104500E+03   0.132433E+04   0.381992E+02   0.760079E+05   0.194808E+04
   0.104600E+03   0.132450E+04   0.382000E+02   0.760218E+05   0.194799E+04
   0.104700E+03   0.132467E+04   0.382016E+02   0.760357E+05   0.194790E+04
   0.104800E+03   0.132484E+04   0.382046E+02   0.760496E+05   0.194780E+04
   0.104900E+03   0.132501E+04   0.382057E+02   0.760634E+05   0.194771E+04
   0.105000E+03   0.132517E+04   0.382058E+02   0.760772E+05   0.194759E+04
   0.105100E+03   0.132534E+04   0.382084E+02   0.760909E+05   0.194751E+04
   0.105200E+03   0.132551E+04   0.382111E+02   0.761046E+05   0.194740E+04
   0.105300E+03   0.132567E+04   0.382113E+02   0.761182E+05   0.194731E+04
   0.105400E+03   0.132584E+04   0.382119E+02   0.761318E+05   0.194724E+04
   0.105500E+03   0.132600E+04   0.382125E+02   0.761453E+05   0.194712E+04
   0.105600E+03   0.132617E+04   0.382175E+02   0.761588E+05   0.194705E+04
   0.105700E+03   0.132633E+04   0.382188E+02   0.761722E+05   0.194695E+04
   0.105800E+03   0.132649E+04   0.382197E+02   0.761856E+05   0.194685E+04
   0.105900E+03   0.132665E+04   0.382216E+02   0.761990E+05   0.194677E+04
   0.106000E+03   0.132682E+04   0.382226E+02   0.762123E+05   0.194667E+04
   0.106100E+03   0.132698E+04   0.382232E+02   0.762255E+05   0.194659E+04
   0.106200E+03   0.132714E+04   0.382251E+02   0.762387E+05   0.194649E+04
   0.106300E+03   0.132730E+04   0.382272E+02   0.762519E+05   0.194637E+04
   0.106400E+03   0.132746E+04   0.382288E+02   0.762650E+05   0.194631E+04
   0.106500E+03   0.132762E+04   0.382318E+02   0.762780E+05   0.194623E+04
   0.106600E+03   0.132778E+04   0.382312E+02   0.762910E+05   0.194611E+04
   0.106700E+03   0.132793E+04   0.382352E+02   0.763040E+05   0.194605E+04
   0.106800E+03   0.132809E+04   0.382368E+02   0.763169E+05   0.194596E+04
   0.106900E+03   0.132825E+04   0.382344E+02   0.763298E+05   0.194587E+04
   0.107000E+03   0.132841E+04   0.382385E+02   0.763426E+05   0.194577E+04
   0.107100E+03   0.132856E+04   0.382416E+02   0.763554E+05   0.194569E+04
   0.107200E+03   0.132871E+04   0.382430E+02   0.763681E+05   0.194559E+04
   0.107300E+03   0.132887E+04   0.382440E+02   0.763808E+05   0.194551E+04
   0.107400E+03   0.132902E+04   0.382447E+02   0.763935E+05   0.194543E+04
   0.107500E+03   0.132918E+04   0.382460E+02   0.764061E+05   0.194533E+04
   0.107600E+03   0.132933E+04   0.382489E+02   0.764186E+05   0.194526E+04
   0.107700E+03   0.132948E+04   0.382496E+02   0.764312E+05   0.194518E+04
   0.107800E+03   0.132963E+04   0.382535E+02   0.764436E+05   0.194510E+04
   0.107900E+03   0.132978E+04   0.382537E+02   0.764560E+05   0.194501E+04
   0.108000E+03   0.132993E+04   0.382545E+02   0.764684E+05   0.194492E+04
   0.108100E+03   0.133008E+04   0.382562E+02   0.764808E+05   0.194484E+04
   0.108200E+03   0.133023E+04   0.382587E+02   0.764931E+05   0.194476E+04
   0.108300E+03   0.133038E+04   0.382608E+02   0.765053E+05   0.194468E+04
   0.108400E+03   0.133053E+04   0.382611E+02   0.765175E+05   0.194458E+04
   0.108500E+03   0.133068E+04   0.382630E+02   0.765297E+05   0.194451E+04
   0.108600E+03   0.133083E+04   0.382644E+02   0.765418E+05   0.194445E+04
   0.108700E+03   0.133098E+04   0.382662E+02   0.765539E+05   0.194435E+04
   0.108800E+03   0.133112E+04   0.382677E+02   0.765659E+05   0.194427E+04
   0.108900E+03   0.133127E+04   0.382705E+02   0.765779E+05   0.194418E+04
   0.109000E+03   0.133141E+04   0.382727E+02   0.765898E+05   0.194412E+04
   0.109100E+03   0.133156E+04   0.382741E+02   0.766017E+05   0.194402E+04
   0.109200E+03   0.133170E+04   0.382764E+02   0.766136E+05   0.194396E+04
   0.109300E+03   0.133184E+04   0.382772E+02   0.766254E+05   0.194387E+04
   0.109400E+03   0.133199E+04   0.382795E+02   0.766372E+05   0.194380E+04
   0.109500E+03   0.133213E+04   0.382804E+02   0.766489E+05   0.194372E+04
   0.109600E+03   0.133227E+04   0.382830E+02   0.766606E+05   0.194363E+04
   0.109700E+03   0.133242E+04   0.382832E+02   0.766723E+05   0.194357E+04
   0.109800E+03   0.133256E+04   0.382850E+02   0.766839E+05   0.194349E+04
   0.109900E+03   0.133270E+04   0.382859E+02   0.766955E+05   0.194343E+04
   0.110000E+03   0.133284E+04   0.382887E+02   0.767070E+05   0.194336E+04
   0.110100E+03   0.133298E+04   0.382923E+02   0.767185E+05   0.194326E+04
   0.110200E+03   0.133312E+04   0.382911E+02   0.767300E+05   0.194320E+04
   0.110300E+03   0.133326E+04   0.382937E+02   0.767414E+05   0.194312E+04
   0.110400E+03   0.133339E+04   0.382960E+02   0.767527E+05   0.194306E+04
   0.110500E+03   0.133353E+04   0.382975E+02   0.767640E+05   0.194298E+04
   0.110600E+03   0.133367E+04   0.382998E+02   0.767753E+05   0.194291E+04
   0.110700E+03   0.133380E+04   0.383006E+02   0.767866E+05   0.194283E+04
   0.110800E+03   0.133394E+04   0.383033E+02   0.767978E+05   0.194277E+04
   0.110900E+03   0.133408E+04   0.383045E+02   0.768090E+05   0.194269E+04
   0.111000E+03   0.133421E+04   0.383053E+02   0.768201E+05   0.194263E+04
   0.111100E+03   0.133435E+04   0.383070E+02   0.768312E+05   0.194255E+04
   0.111200E+03   0.133448E+04   0.383089E+02   0.768422E+05   0.194250E+04
   0.111300E+03   0.133462E+04   0.383098E+02   0.768533E+05   0.194241E+04
   0.111400E+03   0.133475E+04   0.383118E+02   0.768642E+05   0.194235E+04
   0.111500E+03   0.133488E+04   0.383130E+02   0.768751E+05   0.194227E+04
   0.111600E+03   0.133501E+04   0.383170E+02   0.768860E+05   0.194220E+04
   0.111700E+03   0.133515E+04   0.383179E+02   0.768969E+05   0.194215E+04
   0.111800E+03   0.133528E+04   0.383182E+02   0.769077E+05   0.194209E+04
   0.111900E+03   0.133541E+04   0.383202E+02   0.769185E+05   0.194199E+04
   0.112000E+03   0.133554E+04   0.383229E+02   0.769292E+05   0.194194E+04
   0.112100E+03   0.133567E+04   0.383238E+02   0.769399E+05   0.194187E+04
   0.112200E+03   0.133580E+04   0.383262E+02   0.769506E+05   0.194180E+04
   0.112300E+03   0.133593E+04   0.383279E+02   0.769612E+05   0.194171E+04
   0.112400E+03   0.133606E+04   0.383298E+02   0.769718E+05   0.194168E+04
   0.112500E+03   0.133618E+04   0.383317E+02   0.769824E+05   0.194162E+04
   0.112600E+03   0.133631E+04   0.383319E+02   0.769929E+05   0.194155E+04
   0.112700E+03   0.133644E+04   0.383348E+02   0.770033E+05   0.194147E+04
   0.112800E+03   0.133657E+04   0.383372E+02   0.770138E+05   0.194142E+04
   0.112900E+03   0.133669E+04   0.383371E+02   0.770242E+05   0.194135E+04
   0.113000E+03   0.133682E+04   0.383396E+02   0.770345E+05   0.194128E+04
   0.113100E+03   0.133695E+04   0.383412E+02   0.770449E+05   0.194125E+04
   0.113200E+03   0.133707E+04   0.383433E+02   0.770552E+05   0.194118E+04
   0.113300E+03   0.133720E+04   0.383442E+02   0.770654E+05   0.194111E+04
   0.113400E+03   0.133732E+04   0.383464E+02   0.770756E+05   0.194104E+04
   0.113500E+03   0.133744E+04   0.383488E+02   0.770858E+05   0.194098E+04
   0.113600E+03   0.133757E+04   0.383491E+02   0.770959E+05   0.194094E+04
   0.113700E+03   0.133769E+04   0.383535E+02   0.771061E+05   0.194087E+04
   0.113800E+03   0.133781E+04   0.383545E+02   0.771162E+05   0.194080E+04
   0.113900E+03   0.133793E+04   0.383555E+02   0.771262E+05   0.194073E+04
   0.114000E+03   0.133806E+04   0.383570E+02   0.771362E+05   0.194068E+04
   0.114100E+03   0.133818E+04   0.383594E+02   0.771461E+05   0.194064E+04
   0.114200E+03   0.133830E+04   0.383607E+02   0.771561E+05   0.194056E+04
   0.114300E+03   0.133842E+04   0.383635E+02   0.771660E+05   0.194052E+04
   0.114400E+03   0.133854E+04   0.383629E+02   0.771758E+05   0.194044E+04
   0.114500E+03   0.133866E+04   0.383670E+02   0.771856E+05   0.194040E+04
   0.114600E+03   0.133878E+04   0.383675E+02   0.771954E+05   0.194034E+04
   0.114700E+03   0.133889E+04   0.383710E+02   0.772052E+05   0.194027E+04
   0.114800E+03   0.133901E+04   0.383718E+02   0.772149E+05   0.194023E+04
   0.114900E+03   0.133913E+04   0.383717E+02   0.772246E+05   0.194016E+04
   0.115000E+03   0.133925E+04   0.383745E+02   0.772343E+05   0.194012E+04
   0.115100E+03   0.133936E+04   0.383763E+02   0.772439E+05   0.194003E+04
   0.115200E+03   0.133948E+04   0.383774E+02   0.772534E+05   0.194001E+04
   0.115300E+03   0.133960E+04   0.383796E+02   0.772630E+05   0.193995E+04
   0.115400E+03   0.133971E+04   0.383800E+02   0.772725E+05   0.193989E+04
   0.115500E+03   0.133983E+04   0.383842E+02   0.772820E+05   0.193984E+04
   0.115600E+03   0.133994E+04   0.383846E+02   0.772915E+05   0.193981E+04
   0.115700E+03   0.134006E+04   0.383885E+02   0.773009E+05   0.193973E+04
   0.115800E+03   0.134017E+04   0.383889E+02   0.773102E+05   0.193969E+04
   0.115900E+03   0.134028E+04   0.383918E+02   0.773196E+05   0.193964E+04
   0.116000E+03   0.134040E+04   0.383919E+02   0.773289E+05   0.193957E+04
   0.116100E+03   0.134051E+04   0.383943E+02   0.773382E+05   0.193955E+04
   0.116200E+03   0.134062E+04   0.383958E+02   0.773474E+05   0.193949E+04
   0.116300E+03   0.134074E+04   0.383970E+02   0.773566E+05   0.193943E+04
   0.116400E+03   0.134085E+04   0.384012E+02   0.773658E+05   0.193939E+04
   0.116500E+03   0.134096E+04   0.384020E+02   0.773750E+05   0.193934E+04
   0.116600E+03   0.134107E+04   0.384022E+02   0.773841E+05   0.193929E+04
   0.116700E+03   0.134118E+04   0.384065E+02   0.773932E+05   0.193924E+04
   0.116800E+03   0.134129E+04   0.384069E+02   0.774022E+05   0.193918E+04
   0.116900E+03   0.134140E+04   0.384087E+02   0.774112E+05   0.193913E+04
   0.117000E+03   0.134151E+04   0.384110E+02   0.774202E+05   0.193907E+04
   0.117100E+03   0.134162E+04   0.384114E+02   0.774292E+05   0.193903E+04
   0.117200E+03   0.134172E+04   0.384147E+02   0.774381E+05   0.193901E+04
   0.117300E+03   0.134183E+04   0.384149E+02   0.774470E+05   0.193895E+04
   0.117400E+03   0.134194E+04   0.384171E+02   0.774559E+05   0.193889E+04
   0.117500E+03   0.134205E+04   0.384199E+02   0.774647E+05   0.193885E+04
   0.117600E+03   0.134216E+04   0.384211E+02   0.774735E+05   0.193881E+04
   0.117700E+03   0.134226E+04   0.384210E+02   0.774823E+05   0.193878E+04
   0.117800E+03   0.134237E+04   0.384239E+02   0.774910E+05   0.193870E+04
   0.117900E+03   0.134247E+04   0.384262E+02   0.774997E+05   0.193867E+04
   0.118000E+03   0.134258E+04   0.384277E+02   0.775084E+05   0.193864E+04
   0.118100E+03   0.134268E+04   0.384282E+02   0.775170E+05   0.193858E+04
   0.118200E+03   0.134279E+04   0.384319E+02   0.775256E+05   0.193855E+04
   0.118300E+03   0.134289E+04   0.384331E+02   0.775342E+05   0.193849E+04
   0.118400E+03   0.134300E+04   0.384336E+02   0.775428E+05   0.193845E+04
   0.118500E+03   0.134310E+04   0.384366E+02   0.775513E+05   0.193841E+04
   0.118600E+03   0.134320E+04   0.384392E+02   0.775598E+05   0.193836E+04
   0.118700E+03   0.134331E+04   0.384403E+02   0.775682E+05   0.193834E+04
   0.118800E+03   0.134341E+04   0.384434E+02   0.775766E+05   0.193828E+04
   0.118900E+03   0.134351E+04   0.384439E+02   0.775850E+05   0.193825E+04
   0.119000E+03   0.134361E+04   0.384458E+02   0.775934E+05   0.193821E+04
   0.119100E+03   0.134372E+04   0.384464E+02   0.776018E+05   0.193817E+04
   0.119200E+03   0.134381E+04   0.384504E+02   0.776101E+05   0.193813E+04
   0.119300E+03   0.134392E+04   0.384510E+02   0.776184E+05   0.193810E+04
   0.119400E+03   0.134402E+04   0.384519E+02   0.776266E+05   0.193806E+04
   0.119500E+03   0.134412E+04   0.384553E+02   0.776348E+05   0.193800E+04
   0.119600E+03   0.134421E+04   0.384572E+02   0.776430E+05   0.193797E+04
   0.119700E+03   0.134431E+04   0.384570E+02   0.776511E+05   0.193793E+04
