#    time(ps)        R(t,x=0)       J(t,x=L)
   0.525000E+02   0.469498E+04   0.168385E+04
   0.526000E+02   0.469539E+04   0.168427E+04
   0.527000E+02   0.469581E+04   0.168468E+04
   0.528000E+02   0.469622E+04   0.168509E+04
   0.529000E+02   0.469663E+04   0.168550E+04
   0.530000E+02   0.469703E+04   0.168590E+04
   0.531000E+02   0.469743E+04   0.168631E+04
   0.532000E+02   0.469783E+04   0.168670E+04
   0.533000E+02   0.469823E+04   0.168710E+04
   0.534000E+02   0.469862E+04   0.168749E+04
   0.535000E+02   0.469901E+04   0.168788E+04
   0.536000E+02   0.469939E+04   0.168827E+04
   0.537000E+02   0.469978E+04   0.168865E+04
   0.538000E+02   0.470016E+04   0.168903E+04
   0.539000E+02   0.470054E+04   0.168941E+04
   0.540000E+02   0.470091E+04   0.168979E+04
   0.541000E+02   0.470128E+04   0.169016E+04
   0.542000E+02   0.470165E+04   0.169053E+04
   0.543000E+02   0.470202E+04   0.169089E+04
   0.544000E+02   0.470238E+04   0.169126E+04
   0.545000E+02   0.470274E+04   0.169162E+04
   0.546000E+02   0.470310E+04   0.169198E+04
   0.547000E+02   0.470346E+04   0.169233E+04
   0.548000E+02   0.470381E+04   0.169268E+04
   0.549000E+02   0.470416E+04   0.169303E+04
   0.550000E+02   0.470451E+04   0.169338E+04
   0.551000E+02   0.470485E+04   0.169373E+04
   0.552000E+02   0.470519E+04   0.169407E+04
