#    time(ps)        R(t,x=0)       J(t,x=L)
   0.467000E+02   0.434931E+04   0.140243E+04
   0.468000E+02   0.435115E+04   0.140378E+04
   0.469000E+02   0.435297E+04   0.140512E+04
   0.470000E+02   0.435479E+04   0.140645E+04
   0.471000E+02   0.435660E+04   0.140778E+04
   0.472000E+02   0.435840E+04   0.140911E+04
   0.473000E+02   0.436020E+04   0.141043E+04
   0.474000E+02   0.436199E+04   0.141174E+04
   0.475000E+02   0.436376E+04   0.141305E+04
   0.476000E+02   0.436554E+04   0.141436E+04
   0.477000E+02   0.436730E+04   0.141566E+04
   0.478000E+02   0.436905E+04   0.141695E+04
   0.479000E+02   0.437080E+04   0.141824E+04
   0.480000E+02   0.437254E+04   0.141953E+04
   0.481000E+02   0.437428E+04   0.142081E+04
   0.482000E+02   0.437600E+04   0.142209E+04
   0.483000E+02   0.437772E+04   0.142336E+04
   0.484000E+02   0.437943E+04   0.142463E+04
   0.485000E+02   0.438113E+04   0.142589E+04
   0.486000E+02   0.438283E+04   0.142715E+04
   0.487000E+02   0.438451E+04   0.142840E+04
   0.488000E+02   0.438619E+04   0.142965E+04
   0.489000E+02   0.438787E+04   0.143090E+04
   0.490000E+02   0.438953E+04   0.143214E+04
   0.491000E+02   0.439119E+04   0.143337E+04
   0.492000E+02   0.439284E+04   0.143460E+04
   0.493000E+02   0.439449E+04   0.143583E+04
   0.494000E+02   0.439612E+04   0.143705E+04
   0.495000E+02   0.439775E+04   0.143826E+04
   0.496000E+02   0.439938E+04   0.143948E+04
   0.497000E+02   0.440099E+04   0.144068E+04
   0.498000E+02   0.440260E+04   0.144189E+04
   0.499000E+02   0.440420E+04   0.144309E+04
   0.500000E+02   0.440580E+04   0.144428E+04
   0.501000E+02   0.440739E+04   0.144547E+04
   0.502000E+02   0.440897E+04   0.144666E+04
   0.503000E+02   0.441054E+04   0.144784E+04
   0.504000E+02   0.441211E+04   0.144901E+04
   0.505000E+02   0.441367E+04   0.145018E+04
   0.506000E+02   0.441522E+04   0.145135E+04
   0.507000E+02   0.441677E+04   0.145251E+04
   0.508000E+02   0.441831E+04   0.145367E+04
   0.509000E+02   0.441985E+04   0.145483E+04
   0.510000E+02   0.442137E+04   0.145598E+04
   0.511000E+02   0.442289E+04   0.145712E+04
   0.512000E+02   0.442441E+04   0.145826E+04
   0.513000E+02   0.442592E+04   0.145940E+04
   0.514000E+02   0.442742E+04   0.146053E+04
   0.515000E+02   0.442891E+04   0.146166E+04
   0.516000E+02   0.443040E+04   0.146279E+04
   0.517000E+02   0.443188E+04   0.146391E+04
   0.518000E+02   0.443336E+04   0.146502E+04
   0.519000E+02   0.443482E+04   0.146613E+04
   0.520000E+02   0.443629E+04   0.146724E+04
   0.521000E+02   0.443774E+04   0.146834E+04
   0.522000E+02   0.443919E+04   0.146944E+04
   0.523000E+02   0.444064E+04   0.147054E+04
   0.524000E+02   0.444207E+04   0.147163E+04
   0.525000E+02   0.444351E+04   0.147271E+04
   0.526000E+02   0.444493E+04   0.147379E+04
   0.527000E+02   0.444635E+04   0.147487E+04
   0.528000E+02   0.444776E+04   0.147595E+04
   0.529000E+02   0.444917E+04   0.147702E+04
   0.530000E+02   0.445057E+04   0.147808E+04
   0.531000E+02   0.445196E+04   0.147914E+04
   0.532000E+02   0.445335E+04   0.148020E+04
   0.533000E+02   0.445474E+04   0.148125E+04
   0.534000E+02   0.445611E+04   0.148230E+04
   0.535000E+02   0.445748E+04   0.148335E+04
   0.536000E+02   0.445885E+04   0.148439E+04
   0.537000E+02   0.446021E+04   0.148543E+04
   0.538000E+02   0.446156E+04   0.148646E+04
   0.539000E+02   0.446291E+04   0.148749E+04
   0.540000E+02   0.446425E+04   0.148852E+04
   0.541000E+02   0.446559E+04   0.148954E+04
   0.542000E+02   0.446692E+04   0.149056E+04
   0.543000E+02   0.446824E+04   0.149158E+04
   0.544000E+02   0.446956E+04   0.149259E+04
   0.545000E+02   0.447088E+04   0.149359E+04
   0.546000E+02   0.447218E+04   0.149460E+04
   0.547000E+02   0.447349E+04   0.149560E+04
   0.548000E+02   0.447478E+04   0.149659E+04
   0.549000E+02   0.447607E+04   0.149758E+04
   0.550000E+02   0.447736E+04   0.149857E+04
   0.551000E+02   0.447864E+04   0.149956E+04
   0.552000E+02   0.447991E+04   0.150054E+04
   0.553000E+02   0.448118E+04   0.150151E+04
